userID,gender,age,occupation,zipCode,city,state,lat,long,country
1155,M,29.5,12,90278,REDONDO BEACH,CA,33.87,-118.37,US
1156,F,52.5,2,33334,FORT LAUDERDALE,FL,26.14,-80.13,US
1157,M,47.0,7,30253,MCDONOUGH,GA,33.45,-84.14,US
1158,F,39.5,1,98026,EDMONDS,WA,47.83,-122.32,US
1159,M,21.0,0,48314,STERLING HEIGHTS,MI,42.58,-83.03,US
1160,M,21.0,14,7017,EAST ORANGE,NJ,40.76,-74.21,US
1161,M,29.5,0,10025,NEW YORK,NY,40.71,-73.99,US
1162,F,39.5,0,97213,PORTLAND,OR,45.53,-122.6,US
1163,M,12.0,10,70448,MANDEVILLE,LA,30.37,-90.08,US
1164,F,29.5,19,90020,LOS ANGELES,CA,34.06,-118.31,US
1165,M,29.5,12,45014,FAIRFIELD,OH,39.33,-84.54,US
1166,M,68.0,6,94030,MILLBRAE,CA,37.59,-122.4,US
1167,F,52.5,1,55126,SAINT PAUL,MN,44.94,-93.1,US
1168,F,29.5,0,94109,SAN FRANCISCO,CA,37.79,-122.42,US
1169,M,29.5,20,94402,SAN MATEO,CA,37.52,-122.35,US
1170,M,68.0,3,10023,NEW YORK,NY,40.71,-73.99,US
1171,M,47.0,12,94114,SAN FRANCISCO,CA,37.75,-122.43,US
1172,F,29.5,0,61801,URBANA,IL,40.1,-88.2,US
1173,F,29.5,7,10019,NEW YORK,NY,40.71,-73.99,US
1174,F,21.0,16,91780,TEMPLE CITY,CA,34.1,-118.05,US
1175,F,29.5,2,90020,LOS ANGELES,CA,34.06,-118.31,US
1176,M,68.0,1,44256,MEDINA,OH,41.13,-81.86,US
1177,F,29.5,17,1453,LEOMINSTER,MA,42.51,-71.77,US
1178,M,68.0,0,48186,WESTLAND,MI,42.31,-83.38,US
1179,M,52.5,1,91030,SOUTH PASADENA,CA,34.11,-118.15,US
1180,F,52.5,20,95503,EUREKA,CA,40.71,-124.11,US
1181,M,39.5,7,20716,BOWIE,MD,38.95,-76.73,US
1182,M,12.0,10,91326,PORTER RANCH,CA,34.28,-118.55,US
1183,M,39.5,19,94598,WALNUT CREEK,CA,37.91,-122.01,US
1184,F,29.5,4,92354,LOMA LINDA,CA,34.05,-117.24,US
1185,F,39.5,1,97374,SCIO,OR,44.68,-122.76,US
1186,M,21.0,19,98502,OLYMPIA,WA,47.1,-123.06,US
1187,F,12.0,0,90210,BEVERLY HILLS,CA,34.09,-118.41,US
1188,M,47.0,7,72212,LITTLE ROCK,AR,34.72,-92.35,US
1189,M,29.5,0,85712,TUCSON,AZ,32.25,-110.87,US
1190,M,47.0,0,98031,KENT,WA,47.4,-122.19,US
1191,F,39.5,0,98117,SEATTLE,WA,47.68,-122.38,US
1192,M,52.5,16,98103,SEATTLE,WA,47.67,-122.34,US
1193,M,29.5,12,90712,LAKEWOOD,CA,33.84,-118.14,US
1194,F,29.5,1,95617,DAVIS,CA,38.54,-121.72,US
1196,F,21.0,14,22203,ARLINGTON,VA,38.87,-77.1,US
1197,M,39.5,1,44077,PAINESVILLE,OH,41.72,-81.24,US
1198,M,12.0,10,49544,GRAND RAPIDS,MI,42.96,-85.65,US
1199,M,52.5,13,77459,MISSOURI CITY,TX,29.57,-95.53,US
1200,M,12.0,0,97222,PORTLAND,OR,45.44,-122.61,US
1201,M,21.0,4,84112,SALT LAKE CITY,UT,40.76,-111.84,US
1202,M,39.5,12,97006,BEAVERTON,OR,45.52,-122.85,US
1203,F,29.5,1,6417,DEEP RIVER,CT,41.39,-72.43,US
1204,M,29.5,7,95076,WATSONVILLE,CA,36.95,-121.72,US
1205,F,68.0,0,46814,FORT WAYNE,IN,41.07,-85.13,US
1206,F,52.5,7,33764,CLEARWATER,FL,27.97,-82.76,US
1207,M,52.5,0,43617,TOLEDO,OH,41.66,-83.58,US
1208,M,29.5,0,12590,WAPPINGERS FALLS,NY,41.59,-73.91,US
1209,M,39.5,7,94127,SAN FRANCISCO,CA,37.73,-122.45,US
1210,M,29.5,17,27519,CARY,NC,35.78,-78.79,US
1211,M,21.0,4,10027,NEW YORK,NY,40.71,-73.99,US
1212,F,52.5,1,60089,BUFFALO GROVE,IL,42.16,-87.96,US
1213,M,52.5,0,91505,BURBANK,CA,34.17,-118.34,US
1214,M,68.0,13,94558,NAPA,CA,38.55,-122.15,US
1215,M,39.5,17,23602,NEWPORT NEWS,VA,37.07,-76.51,US
1216,M,29.5,2,90292,MARINA DEL REY,CA,33.97,-118.43,US
1217,M,29.5,12,94118,SAN FRANCISCO,CA,37.78,-122.46,US
1218,M,68.0,15,13207,SYRACUSE,NY,43.04,-76.14,US
1219,M,29.5,7,12206,ALBANY,NY,42.66,-73.79,US
1220,M,12.0,10,48073,ROYAL OAK,MI,42.5,-83.15,US
1221,M,21.0,0,19134,PHILADELPHIA,PA,39.95,-75.16,US
1222,M,39.5,0,52162,POSTVILLE,IA,43.08,-91.56,US
1223,M,29.5,2,60102,ALGONQUIN,IL,42.16,-88.3,US
1224,M,52.5,13,2125,DORCHESTER,MA,42.35,-71.06,US
1225,M,47.0,7,61081,STERLING,IL,41.79,-89.69,US
1226,M,21.0,20,7087,UNION CITY,NJ,40.76,-74.03,US
1227,M,52.5,1,90027,LOS ANGELES,CA,34.12,-118.28,US
1228,M,29.5,1,94720,BERKELEY,CA,37.86,-122.25,US
1229,F,29.5,4,48219,DETROIT,MI,42.38,-83.1,US
1230,M,29.5,11,95125,SAN JOSE,CA,37.29,-121.88,US
1231,M,29.5,12,60515,DOWNERS GROVE,IL,41.79,-88.01,US
1232,F,21.0,4,43235,COLUMBUS,OH,39.98,-82.98,US
1233,F,47.0,20,94519,CONCORD,CA,37.99,-122.0,US
1234,M,21.0,4,91006,ARCADIA,CA,34.13,-118.02,US
1235,F,29.5,7,94043,MOUNTAIN VIEW,CA,37.41,-122.05,US
1236,F,29.5,1,48316,UTICA,MI,42.62,-83.02,US
1237,M,21.0,4,32720,DELAND,FL,29.05,-81.31,US
1238,F,39.5,20,11215,BROOKLYN,NY,40.64,-73.94,US
1239,F,29.5,20,50111,GRIMES,IA,41.66,-93.78,US
1240,F,21.0,14,2144,SOMERVILLE,MA,42.39,-71.1,US
1241,M,12.0,10,11803,PLAINVIEW,NY,40.78,-73.47,US
1242,F,39.5,0,10014,NEW YORK,NY,40.71,-73.99,US
1243,M,39.5,15,92627,COSTA MESA,CA,33.64,-117.91,US
1244,M,29.5,4,22030,FAIRFAX,VA,38.85,-77.29,US
1245,M,29.5,17,80461,LEADVILLE,CO,39.24,-106.29,US
1246,M,21.0,4,98225,BELLINGHAM,WA,48.73,-122.48,US
1247,M,39.5,0,92649,HUNTINGTON BEACH,CA,33.71,-118.04,US
1248,F,39.5,20,94598,WALNUT CREEK,CA,37.91,-122.01,US
1249,M,39.5,2,94587,UNION CITY,CA,37.59,-122.06,US
1250,M,52.5,0,10573,PORT CHESTER,NY,41.0,-73.66,US
1251,M,29.5,7,48188,CANTON,MI,42.3,-83.48,US
1252,M,68.0,13,94134,SAN FRANCISCO,CA,37.72,-122.41,US
1253,F,39.5,20,76205,DENTON,TX,33.21,-97.13,US
1254,F,21.0,1,2144,SOMERVILLE,MA,42.39,-71.1,US
1255,M,29.5,17,94110,SAN FRANCISCO,CA,37.74,-122.41,US
1256,M,29.5,20,10002,NEW YORK,NY,40.71,-73.99,US
1257,F,21.0,14,84101,SALT LAKE CITY,UT,40.75,-111.9,US
1258,M,47.0,7,20879,GAITHERSBURG,MD,39.14,-77.21,US
1260,M,29.5,17,28262,CHARLOTTE,NC,35.19,-80.83,US
1261,M,21.0,4,40205,LOUISVILLE,KY,38.22,-85.74,US
1262,M,29.5,4,22903,CHARLOTTESVILLE,VA,38.03,-78.48,US
1263,M,12.0,10,81301,DURANGO,CO,37.27,-107.88,US
1264,M,29.5,1,53711,MADISON,WI,43.07,-89.38,US
1265,F,21.0,20,49321,COMSTOCK PARK,MI,43.04,-85.67,US
1266,M,29.5,4,18104,ALLENTOWN,PA,40.59,-75.47,US
1267,M,29.5,15,12203,ALBANY,NY,42.66,-73.79,US
1268,M,52.5,2,10028,NEW YORK,NY,40.71,-73.99,US
1270,M,29.5,6,12230,ALBANY,NY,42.66,-73.79,US
1271,F,47.0,6,54401,WAUSAU,WI,44.96,-89.64,US
1272,M,21.0,20,49506,GRAND RAPIDS,MI,42.96,-85.65,US
1273,M,39.5,2,19123,PHILADELPHIA,PA,39.95,-75.16,US
1274,M,47.0,7,37343,HIXSON,TN,35.16,-85.2,US
1275,M,52.5,17,39567,PASCAGOULA,MS,30.36,-88.54,US
1276,M,39.5,17,94041,MOUNTAIN VIEW,CA,37.38,-122.07,US
1277,F,21.0,0,6360,NORWICH,CT,41.55,-72.08,US
1278,M,21.0,4,98312,BREMERTON,WA,47.57,-122.75,US
1279,M,39.5,1,98502,OLYMPIA,WA,47.1,-123.06,US
1280,M,12.0,10,97801,PENDLETON,OR,45.73,-118.79,US
1281,M,29.5,19,97209,PORTLAND,OR,45.53,-122.68,US
1282,M,52.5,1,98541,ELMA,WA,47.1,-123.39,US
1283,F,21.0,1,94607,OAKLAND,CA,37.81,-122.3,US
1284,M,47.0,16,33334,FORT LAUDERDALE,FL,26.14,-80.13,US
1285,M,39.5,4,98125,SEATTLE,WA,47.71,-122.3,US
1286,M,39.5,17,92630,LAKE FOREST,CA,33.64,-117.67,US
1287,F,52.5,7,94611,OAKLAND,CA,37.83,-122.22,US
1288,F,39.5,19,92867,ORANGE,CA,33.81,-117.79,US
1289,M,47.0,6,78750,AUSTIN,TX,30.26,-97.74,US
1290,M,39.5,0,91504,BURBANK,CA,34.2,-118.3,US
1291,F,39.5,0,10011,NEW YORK,NY,40.71,-73.99,US
1292,M,29.5,7,94904,GREENBRAE,CA,37.94,-122.56,US
1293,M,29.5,5,60074,PALATINE,IL,42.11,-88.04,US
1294,F,52.5,20,11217,BROOKLYN,NY,40.64,-73.94,US
1295,F,39.5,6,90036,LOS ANGELES,CA,34.06,-118.35,US
1296,M,12.0,0,75244,DALLAS,TX,32.79,-96.76,US
1297,M,29.5,7,92109,SAN DIEGO,CA,32.79,-117.23,US
1298,M,39.5,6,33615,TAMPA,FL,27.95,-82.48,US
1299,M,29.5,14,2038,FRANKLIN,MA,42.08,-71.38,US
1300,M,12.0,10,97201,PORTLAND,OR,45.5,-122.69,US
1301,F,29.5,2,10475,BRONX,NY,40.84,-73.87,US
1302,M,21.0,4,85282,TEMPE,AZ,33.4,-111.92,US
1303,M,29.5,19,94111,SAN FRANCISCO,CA,37.79,-122.39,US
1304,M,29.5,14,97203,PORTLAND,OR,45.61,-122.74,US
1305,M,47.0,20,94121,SAN FRANCISCO,CA,37.77,-122.49,US
1306,M,29.5,3,64068,LIBERTY,MO,39.24,-94.41,US
1307,M,68.0,13,75703,TYLER,TX,32.32,-95.3,US
1308,M,12.0,10,75082,RICHARDSON,TX,32.97,-96.7,US
1309,M,29.5,14,76051,GRAPEVINE,TX,32.93,-97.07,US
1310,M,47.0,0,92866,ORANGE,CA,33.78,-117.84,US
1311,M,21.0,10,90274,PALOS VERDES PENINSULA,CA,33.77,-118.34,US
1312,M,29.5,14,60153,MAYWOOD,IL,41.88,-87.84,US
1313,M,21.0,4,43214,COLUMBUS,OH,39.98,-82.98,US
1314,F,21.0,4,68154,OMAHA,NE,41.26,-96.01,US
1315,M,39.5,7,75214,DALLAS,TX,32.79,-96.76,US
1316,M,52.5,2,50310,DES MOINES,IA,41.57,-93.61,US
1317,M,47.0,7,98028,KENMORE,WA,47.75,-122.24,US
1318,M,21.0,16,94014,DALY CITY,CA,37.68,-122.43,US
1319,F,29.5,3,98626,KELSO,WA,46.14,-122.8,US
1320,M,29.5,4,22030,FAIRFAX,VA,38.85,-77.29,US
1321,F,29.5,14,34639,LAND O LAKES,FL,28.25,-82.49,US
1322,M,68.0,0,94043,MOUNTAIN VIEW,CA,37.41,-122.05,US
1323,F,39.5,2,11218,BROOKLYN,NY,40.64,-73.94,US
1324,M,39.5,16,7030,HOBOKEN,NJ,40.74,-74.02,US
1325,M,29.5,1,75230,DALLAS,TX,32.79,-96.76,US
1326,F,29.5,0,98115,SEATTLE,WA,47.68,-122.28,US
1327,M,12.0,10,12159,SLINGERLANDS,NY,42.64,-73.88,US
1328,M,39.5,14,60657,CHICAGO,IL,41.83,-87.68,US
1329,M,21.0,14,60194,SCHAUMBURG,IL,42.03,-88.08,US
1330,M,68.0,1,95117,SAN JOSE,CA,37.31,-121.96,US
1331,M,47.0,0,12065,CLIFTON PARK,NY,42.85,-73.8,US
1332,M,29.5,7,2840,NEWPORT,RI,41.47,-71.3,US
1333,M,29.5,17,6460,MILFORD,CT,41.22,-73.06,US
1334,M,52.5,7,10805,NEW ROCHELLE,NY,40.92,-73.77,US
1335,M,39.5,0,14228,BUFFALO,NY,42.88,-78.85,US
1336,F,52.5,20,95051,SANTA CLARA,CA,37.35,-121.98,US
1337,M,68.0,17,97146,WARRENTON,OR,46.12,-123.91,US
1338,M,29.5,0,94108,SAN FRANCISCO,CA,37.79,-122.4,US
1339,M,39.5,18,85275,MESA,AZ,33.45,-111.76,US
1340,M,29.5,7,14302,NIAGARA FALLS,NY,43.09,-79.01,US
1341,M,21.0,7,11434,JAMAICA,NY,40.68,-73.78,US
1342,M,39.5,0,94560,NEWARK,CA,37.51,-122.04,US
1343,M,39.5,14,91324,NORTHRIDGE,CA,34.24,-118.55,US
1344,F,29.5,9,43420,FREMONT,OH,41.35,-83.11,US
1345,F,29.5,2,75070,MCKINNEY,TX,33.2,-96.65,US
1346,M,39.5,20,27607,RALEIGH,NC,35.82,-78.65,US
1347,F,21.0,1,11375,FOREST HILLS,NY,40.72,-73.84,US
1348,F,12.0,10,4240,LEWISTON,ME,44.08,-70.17,US
1349,M,52.5,7,13088,LIVERPOOL,NY,43.1,-76.21,US
1350,F,39.5,0,90278,REDONDO BEACH,CA,33.87,-118.37,US
1351,F,29.5,17,98034,KIRKLAND,WA,47.72,-122.2,US
1352,M,39.5,20,94122,SAN FRANCISCO,CA,37.76,-122.48,US
1353,M,12.0,10,95926,CHICO,CA,39.74,-121.83,US
1354,F,29.5,2,94040,MOUNTAIN VIEW,CA,37.38,-122.08,US
1355,F,47.0,20,4240,LEWISTON,ME,44.08,-70.17,US
1356,F,21.0,4,91706,BALDWIN PARK,CA,34.09,-117.96,US
1357,M,47.0,0,34116,NAPLES,FL,26.14,-81.79,US
1358,M,39.5,17,49508,GRAND RAPIDS,MI,42.96,-85.65,US
1359,M,39.5,1,10918,CHESTER,NY,41.35,-74.27,US
1360,M,29.5,20,14895,WELLSVILLE,NY,42.12,-77.94,US
1361,F,29.5,0,97401,EUGENE,OR,44.06,-123.08,US
1362,M,39.5,12,75069,MCKINNEY,TX,33.2,-96.65,US
1363,M,52.5,7,1915,BEVERLY,MA,42.55,-70.84,US
1364,F,47.0,2,97214,PORTLAND,OR,45.51,-122.64,US
1366,M,12.0,10,89509,RENO,NV,39.49,-119.84,US
1367,M,29.5,12,53707,MADISON,WI,43.07,-89.38,US
1368,F,29.5,3,50266,WEST DES MOINES,IA,41.57,-93.75,US
1369,M,29.5,5,12308,SCHENECTADY,NY,42.8,-73.92,US
1370,M,39.5,2,92821,BREA,CA,33.92,-117.86,US
1371,F,52.5,2,60657,CHICAGO,IL,41.83,-87.68,US
1372,M,12.0,10,95123,SAN JOSE,CA,37.23,-121.82,US
1373,F,29.5,1,55104,SAINT PAUL,MN,44.94,-93.1,US
1374,M,52.5,1,91403,SHERMAN OAKS,CA,34.14,-118.46,US
1375,F,47.0,5,95136,SAN JOSE,CA,37.27,-121.84,US
1376,F,47.0,1,32750,LONGWOOD,FL,28.7,-81.34,US
1377,M,39.5,16,65270,MOBERLY,MO,39.41,-92.43,US
1378,F,47.0,7,21044,COLUMBIA,MD,39.2,-76.85,US
1379,F,68.0,13,93448,PISMO BEACH,CA,35.15,-120.67,US
1380,M,12.0,10,58078,WEST FARGO,ND,46.87,-96.89,US
1381,M,21.0,11,89170,LAS VEGAS,NV,36.08,-115.14,US
1383,F,29.5,7,19806,WILMINGTON,DE,39.73,-75.53,US
1384,M,21.0,10,98058,RENTON,WA,47.43,-122.11,US
1385,F,29.5,5,90262,LYNWOOD,CA,33.92,-118.2,US
1386,F,29.5,0,7026,GARFIELD,NJ,40.87,-74.1,US
1387,F,52.5,13,94702,BERKELEY,CA,37.86,-122.28,US
1388,M,68.0,20,87107,ALBUQUERQUE,NM,35.11,-106.62,US
1389,M,29.5,17,19801,WILMINGTON,DE,39.73,-75.53,US
1390,M,39.5,16,99352,RICHLAND,WA,46.32,-119.32,US
1391,M,39.5,15,20723,LAUREL,MD,39.09,-76.85,US
1392,M,47.0,3,90006,LOS ANGELES,CA,34.04,-118.29,US
1394,F,29.5,3,94117,SAN FRANCISCO,CA,37.76,-122.44,US
1395,M,29.5,2,7026,GARFIELD,NJ,40.87,-74.1,US
1396,F,29.5,12,94530,EL CERRITO,CA,37.91,-122.3,US
1397,M,39.5,7,55901,ROCHESTER,MN,44.01,-92.47,US
1398,F,68.0,16,94904,GREENBRAE,CA,37.94,-122.56,US
1399,M,21.0,17,10804,NEW ROCHELLE,NY,40.94,-73.78,US
1400,M,29.5,7,92130,SAN DIEGO,CA,32.95,-117.19,US
1401,F,21.0,1,94578,SAN LEANDRO,CA,37.7,-122.12,US
1402,M,21.0,4,90601,WHITTIER,CA,34.0,-118.03,US
1403,F,29.5,0,53713,MADISON,WI,43.07,-89.38,US
1404,M,52.5,16,91360,THOUSAND OAKS,CA,34.21,-118.88,US
1405,M,68.0,13,33445,DELRAY BEACH,FL,26.45,-80.08,US
1406,M,29.5,4,91911,CHULA VISTA,CA,32.61,-117.03,US
1407,F,39.5,15,53704,MADISON,WI,43.07,-89.38,US
1408,M,29.5,0,90046,LOS ANGELES,CA,34.1,-118.37,US
1409,M,21.0,4,97215,PORTLAND,OR,45.51,-122.59,US
1410,M,52.5,7,94404,SAN MATEO,CA,37.55,-122.26,US
1411,M,39.5,1,8107,OAKLYN,NJ,39.9,-75.08,US
1412,M,29.5,17,94089,SUNNYVALE,CA,37.42,-122.0,US
1413,M,21.0,3,98122,SEATTLE,WA,47.61,-122.3,US
1414,M,21.0,4,85035,PHOENIX,AZ,33.47,-112.19,US
1415,M,47.0,14,22901,CHARLOTTESVILLE,VA,38.03,-78.48,US
1416,M,29.5,14,98101,SEATTLE,WA,47.61,-122.33,US
1417,M,39.5,16,10472,BRONX,NY,40.84,-73.87,US
1418,M,21.0,4,48197,YPSILANTI,MI,42.24,-83.62,US
1419,F,29.5,1,95336,MANTECA,CA,37.83,-121.18,US
1420,M,21.0,4,1375,SUNDERLAND,MA,42.46,-72.58,US
1421,F,12.0,10,53704,MADISON,WI,43.07,-89.38,US
1422,M,39.5,17,55934,EYOTA,MN,43.98,-92.22,US
1423,M,29.5,4,8540,PRINCETON,NJ,40.35,-74.65,US
1424,M,39.5,0,28209,CHARLOTTE,NC,35.19,-80.83,US
1425,M,12.0,10,8872,SAYREVILLE,NJ,40.46,-74.32,US
1426,M,21.0,14,94070,SAN CARLOS,CA,37.49,-122.26,US
1427,M,29.5,12,21401,ANNAPOLIS,MD,38.97,-76.5,US
1428,F,47.0,11,40204,LOUISVILLE,KY,38.22,-85.74,US
1429,F,39.5,3,11229,BROOKLYN,NY,40.64,-73.94,US
1430,M,21.0,4,97215,PORTLAND,OR,45.51,-122.59,US
1431,M,68.0,6,91011,LA CANADA FLINTRIDGE,CA,34.23,-118.14,US
1432,M,39.5,1,94549,LAFAYETTE,CA,37.9,-122.11,US
1433,F,21.0,14,49505,GRAND RAPIDS,MI,42.96,-85.65,US
1435,M,29.5,14,48103,ANN ARBOR,MI,42.27,-83.73,US
1436,F,52.5,6,97005,BEAVERTON,OR,45.49,-122.8,US
1437,M,52.5,3,89102,LAS VEGAS,NV,36.14,-115.18,US
1438,M,21.0,2,21222,DUNDALK,MD,39.26,-76.49,US
1439,M,39.5,3,98037,LYNNWOOD,WA,47.85,-122.28,US
1440,M,39.5,12,94520,CONCORD,CA,38.0,-122.03,US
1441,M,39.5,16,54729,CHIPPEWA FALLS,WI,44.93,-91.39,US
1442,M,21.0,2,12345,SCHENECTADY,NY,42.8,-73.92,US
1443,M,39.5,2,98055,RENTON,WA,47.46,-122.21,US
1444,F,29.5,4,91106,PASADENA,CA,34.13,-118.13,US
1445,M,29.5,2,98109,SEATTLE,WA,47.63,-122.34,US
1446,M,39.5,12,10128,NEW YORK,NY,40.71,-73.99,US
1447,M,21.0,4,80521,FORT COLLINS,CO,40.55,-105.06,US
1448,F,29.5,3,17522,EPHRATA,PA,40.18,-76.18,US
1449,M,39.5,20,17112,HARRISBURG,PA,40.27,-76.88,US
1450,M,21.0,4,94704,BERKELEY,CA,37.86,-122.25,US
1451,M,39.5,20,90012,LOS ANGELES,CA,34.06,-118.24,US
1452,F,68.0,13,90732,SAN PEDRO,CA,33.73,-118.31,US
1453,M,29.5,14,19444,LAFAYETTE HILL,PA,40.08,-75.25,US
1454,M,21.0,4,93117,GOLETA,CA,34.5,-120.12,US
1455,F,47.0,0,92126,SAN DIEGO,CA,32.88,-117.13,US
1456,M,29.5,2,98074,SAMMAMISH,WA,47.62,-122.02,US
1457,M,29.5,1,95472,SEBASTOPOL,CA,38.4,-122.86,US
1458,M,12.0,0,8055,MEDFORD,NJ,39.86,-74.82,US
1459,F,29.5,0,80027,LOUISVILLE,CO,39.96,-105.14,US
1460,F,21.0,4,95132,SAN JOSE,CA,37.42,-121.77,US
1461,F,47.0,0,94115,SAN FRANCISCO,CA,37.78,-122.43,US
1462,M,39.5,16,95405,SANTA ROSA,CA,38.43,-122.67,US
1463,M,52.5,16,92612,IRVINE,CA,33.63,-117.81,US
1464,M,39.5,12,75063,IRVING,TX,32.85,-96.96,US
1465,M,52.5,16,93003,VENTURA,CA,34.28,-119.22,US
1466,M,21.0,4,29201,COLUMBIA,SC,34.0,-81.03,US
1467,M,29.5,5,97007,BEAVERTON,OR,45.44,-122.88,US
1468,M,12.0,14,19147,PHILADELPHIA,PA,39.95,-75.16,US
1469,M,68.0,20,95420,CASPAR,CA,39.36,-123.78,US
1470,M,21.0,4,94118,SAN FRANCISCO,CA,37.78,-122.46,US
1471,M,29.5,17,11106,ASTORIA,NY,40.78,-73.91,US
1472,M,29.5,7,90248,GARDENA,CA,33.88,-118.27,US
1473,M,29.5,14,6511,NEW HAVEN,CT,41.31,-72.92,US
1474,M,29.5,4,98115,SEATTLE,WA,47.68,-122.28,US
1475,F,29.5,2,75075,PLANO,TX,33.04,-96.74,US
1476,F,21.0,0,91030,SOUTH PASADENA,CA,34.11,-118.15,US
1477,F,47.0,1,90601,WHITTIER,CA,34.0,-118.03,US
1478,M,12.0,10,92620,IRVINE,CA,33.7,-117.76,US
1479,F,52.5,2,94501,ALAMEDA,CA,37.77,-122.27,US
1480,M,29.5,20,91367,WOODLAND HILLS,CA,34.17,-118.61,US
1481,M,39.5,17,77096,HOUSTON,TX,29.76,-95.38,US
1482,M,29.5,7,94132,SAN FRANCISCO,CA,37.72,-122.48,US
1483,M,21.0,4,54481,STEVENS POINT,WI,44.54,-89.56,US
1484,M,29.5,12,7054,PARSIPPANY,NJ,40.85,-74.4,US
1485,F,29.5,9,80538,LOVELAND,CO,40.41,-105.07,US
1486,M,29.5,16,90638,LA MIRADA,CA,33.9,-118.0,US
1487,M,39.5,7,7644,LODI,NJ,40.87,-74.08,US
1488,M,29.5,7,94538,FREMONT,CA,37.5,-121.96,US
1489,F,39.5,2,60201,EVANSTON,IL,42.04,-87.68,US
1490,M,52.5,7,90505,TORRANCE,CA,33.8,-118.35,US
1491,M,21.0,4,6511,NEW HAVEN,CT,41.31,-72.92,US
1492,M,29.5,12,98102,SEATTLE,WA,47.63,-122.32,US
1493,F,29.5,14,60657,CHICAGO,IL,41.83,-87.68,US
1494,M,29.5,17,38104,MEMPHIS,TN,35.1,-90.0,US
1495,M,21.0,0,77341,HUNTSVILLE,TX,30.71,-95.54,US
1496,M,29.5,17,94108,SAN FRANCISCO,CA,37.79,-122.4,US
1497,M,52.5,5,80220,DENVER,CO,39.76,-104.87,US
1498,M,21.0,4,2139,CAMBRIDGE,MA,42.37,-71.11,US
1499,M,12.0,10,19343,GLENMOORE,PA,40.09,-75.77,US
1500,M,29.5,17,98115,SEATTLE,WA,47.68,-122.28,US
1501,M,29.5,11,75801,PALESTINE,TX,31.75,-95.64,US
1502,M,21.0,4,12188,WATERFORD,NY,42.79,-73.67,US
1503,M,29.5,12,92688,RANCHO SANTA MARGARITA,CA,33.61,-117.61,US
1504,M,21.0,19,22030,FAIRFAX,VA,38.85,-77.29,US
1505,M,52.5,11,90041,LOS ANGELES,CA,34.13,-118.2,US
1506,M,29.5,7,8550,PRINCETON JUNCTION,NJ,40.32,-74.62,US
1507,M,39.5,17,95476,SONOMA,CA,38.24,-122.46,US
1508,F,12.0,10,94539,FREMONT,CA,37.51,-121.89,US
1509,M,12.0,0,11803,PLAINVIEW,NY,40.78,-73.47,US
1510,F,29.5,1,48067,ROYAL OAK,MI,42.5,-83.15,US
1511,M,39.5,12,8902,NORTH BRUNSWICK,NJ,40.45,-74.48,US
1512,M,29.5,20,11102,ASTORIA,NY,40.78,-73.91,US
1513,F,39.5,16,95003,APTOS,CA,37.0,-121.87,US
1514,M,21.0,4,97215,PORTLAND,OR,45.51,-122.59,US
1515,M,29.5,16,48324,WEST BLOOMFIELD,MI,42.56,-83.38,US
1516,F,29.5,12,53154,OAK CREEK,WI,42.88,-87.89,US
1517,M,21.0,0,10002,NEW YORK,NY,40.71,-73.99,US
1518,M,29.5,2,95831,SACRAMENTO,CA,38.49,-121.53,US
1519,M,21.0,4,38120,MEMPHIS,TN,35.1,-90.0,US
1520,M,29.5,17,94506,DANVILLE,CA,37.78,-121.88,US
1521,F,29.5,7,8902,NORTH BRUNSWICK,NJ,40.45,-74.48,US
1522,M,39.5,20,10025,NEW YORK,NY,40.71,-73.99,US
1523,M,29.5,17,95209,STOCKTON,CA,38.04,-121.35,US
1524,M,21.0,4,6459,MIDDLETOWN,CT,41.54,-72.65,US
1525,F,29.5,16,94706,ALBANY,CA,37.88,-122.29,US
1526,M,68.0,17,80538,LOVELAND,CO,40.41,-105.07,US
1527,M,21.0,10,78230,SAN ANTONIO,TX,29.45,-98.5,US
1528,M,29.5,15,94903,SAN RAFAEL,CA,38.02,-122.54,US
1529,M,21.0,4,97266,PORTLAND,OR,45.46,-122.55,US
1530,M,29.5,4,53711,MADISON,WI,43.07,-89.38,US
1531,M,47.0,17,60462,ORLAND PARK,IL,41.61,-87.85,US
1532,M,21.0,14,43613,TOLEDO,OH,41.66,-83.58,US
1533,M,47.0,1,71711,CAMDEN,AR,33.56,-92.84,US
1534,M,52.5,12,12184,VALATIE,NY,42.41,-73.67,US
1535,F,21.0,20,90036,LOS ANGELES,CA,34.06,-118.35,US
1536,F,39.5,3,83001,JACKSON,WY,43.47,-110.76,US
1537,M,21.0,20,2446,BROOKLINE,MA,42.32,-71.14,US
1538,M,29.5,3,22601,WINCHESTER,VA,39.17,-78.17,US
1539,M,29.5,3,2359,PEMBROKE,MA,42.06,-70.8,US
1540,M,47.0,0,97214,PORTLAND,OR,45.51,-122.64,US
1541,M,68.0,17,23464,VIRGINIA BEACH,VA,36.73,-76.04,US
1542,M,21.0,17,12054,DELMAR,NY,42.62,-73.83,US
1543,M,29.5,11,10549,MOUNT KISCO,NY,41.2,-73.73,US
1544,M,29.5,12,63146,SAINT LOUIS,MO,38.63,-90.24,US
1545,M,29.5,20,20009,WASHINGTON,DC,38.89,-77.03,US
1546,M,29.5,4,22903,CHARLOTTESVILLE,VA,38.03,-78.48,US
1547,M,68.0,13,2115,BOSTON,MA,42.35,-71.06,US
